Segment Type,Sovrn Segment ID,Sovrn Parent Segment ID,Segment Name,Segment Description,Tier Number,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,Full Path,CPM,% Media Cost,Actively Generated,"7 Day Sovrn Cookie Scale, Global","7 Day Sovrn Cookie Scale, US","7 Day HEM Scale, US","1 Day Average IP Scale, Rolling 7 Days, Global"
Interest,10034,0,Books and Literature,Books and literature related segments.,1,Books and Literature,,,,,,Interest > Books and Literature,0.75,0.1,No,,,,
Interest,10035,10034,Art and Photography,Readers who are interested in art and photography.,2,Books and Literature,Art and Photography,,,,,Interest > Books and Literature > Art and Photography,0.75,0.1,No,,,,
Interest,10036,10034,Comics and Graphic Novels,Readers who read comics and graphic novels.,2,Books and Literature,Comics and Graphic Novels,,,,,Interest > Books and Literature > Comics and Graphic Novels,0.75,0.1,No,,,,
Interest,10037,10034,Fiction,Readers who enjoy reading fiction.,2,Books and Literature,Fiction,,,,,Interest > Books and Literature > Fiction,0.75,0.1,No,,,,
Interest,10038,10034,Poetry,Readers who read poetry.,2,Books and Literature,Poetry,,,,,Interest > Books and Literature > Poetry,0.75,0.1,No,,,,
Interest,10039,103,Business,Broad business related segments.,2,Business and Finance,Business,,,,,Interest > Business and Finance > Business,0.75,0.1,No,,,,
Interest,10040,10039,Large Business,Specifically highlights large businesses.,3,Business and Finance,Business,Large Business,,,,Interest > Business and Finance > Business > Large Business,0.75,0.1,No,,,,
Interest,10041,10039,Logistics,Focuses on logistics and operations for businesses.,3,Business and Finance,Business,Logistics,,,,Interest > Business and Finance > Business > Logistics,0.75,0.1,No,,,,
Interest,10042,10039,Sales,Readers who are engaged in sales departments of their respective businesses.,3,Business and Finance,Business,Sales,,,,Interest > Business and Finance > Business > Sales,0.75,0.1,No,,,,
Interest,10043,10039,Startups,Focuses solely on startup businesses.,3,Business and Finance,Business,Startups,,,,Interest > Business and Finance > Business > Startups,0.75,0.1,No,,,,
Interest,10044,837,Angel Investment,"Business finance, specifically covering Angel Investments.",4,Business and Finance,Business,Business Banking and Finance,Angel Investment,,,Interest > Business and Finance > Business > Business Banking and Finance > Angel Investment,0.75,0.1,No,,,,
Interest,10045,837,Bankruptcy,"Business finance, specifically covering Bankruptcy.",4,Business and Finance,Business,Business Banking and Finance,Bankruptcy,,,Interest > Business and Finance > Business > Business Banking and Finance > Bankruptcy,0.75,0.1,No,,,,
Interest,10046,837,Debt Factoring and Invoice Discounting,"Business finance, specifically covering Debt Factoring and Invoice Discounting.",4,Business and Finance,Business,Business Banking and Finance,Debt Factoring and Invoice Discounting,,,Interest > Business and Finance > Business > Business Banking and Finance > Debt Factoring and Invoice Discounting,0.75,0.1,No,,,,
Interest,10047,837,Mergers and Acquisitions,"Business finance, specifically covering Mergers and Acquisitions.",4,Business and Finance,Business,Business Banking and Finance,Mergers and Acquisitions,,,Interest > Business and Finance > Business > Business Banking and Finance > Mergers and Acquisitions,0.75,0.1,No,,,,
Interest,10048,837,Private Equity,"Business finance, specifically covering Private Equity.",4,Business and Finance,Business,Business Banking and Finance,Private Equity,,,Interest > Business and Finance > Business > Business Banking and Finance > Private Equity,0.75,0.1,No,,,,
Interest,10049,837,Sale and Lease Back,"Business finance, specifically covering Sale and Lease Backs.",4,Business and Finance,Business,Business Banking and Finance,Sale and Lease Back,,,Interest > Business and Finance > Business > Business Banking and Finance > Sale and Lease Back,0.75,0.1,No,,,,
Interest,10050,837,Venture Capital,"Business finance, specifically covering Venture Capital.",4,Business and Finance,Business,Business Banking and Finance,Venture Capital,,,Interest > Business and Finance > Business > Business Banking and Finance > Venture Capital,0.75,0.1,No,,,,
Interest,10051,10039,Consumer Issues,Business-specific consumer issues.,3,Business and Finance,Business,Consumer Issues,,,,Interest > Business and Finance > Business > Consumer Issues,0.75,0.1,No,,,,
Interest,10052,10051,Recalls,Business recalls.,4,Business and Finance,Business,Consumer Issues,Recalls,,,Interest > Business and Finance > Business > Consumer Issues > Recalls,0.75,0.1,No,,,,
Interest,10053,10039,Green Solutions,Focuses on businesses that provide and prove out green solutions.,3,Business and Finance,Business,Green Solutions,,,,Interest > Business and Finance > Business > Green Solutions,0.75,0.1,No,,,,
Interest,10054,103,Economy,Broader economic segments.,2,Business and Finance,Economy,,,,,Interest > Business and Finance > Economy,0.75,0.1,No,,,,
Interest,10055,10054,Commodities,Focuses on commodities.,3,Business and Finance,Economy,Commodities,,,,Interest > Business and Finance > Economy > Commodities,0.75,0.1,No,,,,
Interest,10056,10054,Currencies,"Covers currencies, whether global value or transacting between currencies.",3,Business and Finance,Economy,Currencies,,,,Interest > Business and Finance > Economy > Currencies,0.75,0.1,No,,,,
Interest,10057,10054,Financial Crisis,Covers financial crises.,3,Business and Finance,Economy,Financial Crisis,,,,Interest > Business and Finance > Economy > Financial Crisis,0.75,0.1,No,,,,
Interest,10058,10054,Financial Reform,Encapsulates financial reform related material.,3,Business and Finance,Economy,Financial Reform,,,,Interest > Business and Finance > Economy > Financial Reform,0.75,0.1,No,,,,
Interest,10059,10054,Financial Regulation,Readers who are interested in financial regulation.,3,Business and Finance,Economy,Financial Regulation,,,,Interest > Business and Finance > Economy > Financial Regulation,0.75,0.1,No,,,,
Interest,10060,10054,Gasoline Prices,Readers who are engaged with gasoline prices.,3,Business and Finance,Economy,Gasoline Prices,,,,Interest > Business and Finance > Economy > Gasoline Prices,0.75,0.1,No,,,,
Interest,10062,820,Entertainment Industry,Readers who are interested in or associated with the Entertainment Industry.,3,Business and Finance,Industries,Entertainment Industry,,,,Interest > Business and Finance > Industries > Entertainment Industry,0.75,0.1,No,,,,
Interest,10063,820,Environmental Services Industry,Readers who are interested in or associated with the Environmental Services Industry.,3,Business and Finance,Industries,Environmental Services Industry,,,,Interest > Business and Finance > Industries > Environmental Services Industry,0.75,0.1,No,,,,
Interest,10064,820,Financial Industry,Readers who are interested in or associated with the Financial Industry.,3,Business and Finance,Industries,Financial Industry,,,,Interest > Business and Finance > Industries > Financial Industry,0.75,0.1,No,,,,
Interest,10065,820,Information Services Industry,Readers who are interested in or associated with the Information Services Industry.,3,Business and Finance,Industries,Information Services Industry,,,,Interest > Business and Finance > Industries > Information Services Industry,0.75,0.1,No,,,,
Interest,10066,820,Management Consulting Industry,Readers who are interested in or associated with the Management Consulting Industry.,3,Business and Finance,Industries,Management Consulting Industry,,,,Interest > Business and Finance > Industries > Management Consulting Industry,0.75,0.1,No,,,,
Interest,10067,820,Media Industry,Readers who are interested in or associated with the Media Industry.,3,Business and Finance,Industries,Media Industry,,,,Interest > Business and Finance > Industries > Media Industry,0.75,0.1,No,,,,
Interest,10068,820,Metals Industry,Readers who are interested in or associated with the Metals Industry.,3,Business and Finance,Industries,Metals Industry,,,,Interest > Business and Finance > Industries > Metals Industry,0.75,0.1,No,,,,
Interest,10069,820,Non-Profit Organizations,Readers who are interested in or associated with the Non-Profit Organizations.,3,Business and Finance,Industries,Non-Profit Organizations,,,,Interest > Business and Finance > Industries > Non-Profit Organizations,0.75,0.1,No,,,,
Interest,10070,820,Pharmaceutical Industry,Readers who are interested in or associated with the Pharmaceutical Industry.,3,Business and Finance,Industries,Pharmaceutical Industry,,,,Interest > Business and Finance > Industries > Pharmaceutical Industry,0.75,0.1,No,,,,
Interest,10071,820,Power and Energy Industry,Readers who are interested in or associated with the Power and Energy Industry.,3,Business and Finance,Industries,Power and Energy Industry,,,,Interest > Business and Finance > Industries > Power and Energy Industry,0.75,0.1,No,,,,
Interest,10072,820,Apparel Industry,Readers who are interested in or associated with the Apparel Industry.,3,Business and Finance,Industries,Apparel Industry,,,,Interest > Business and Finance > Industries > Apparel Industry,0.75,0.1,No,,,,
Interest,10073,820,Retail Industry,Readers who are interested in or associated with the Retail Industry.,3,Business and Finance,Industries,Retail Industry,,,,Interest > Business and Finance > Industries > Retail Industry,0.75,0.1,No,,,,
Interest,10074,820,Technology Industry,Readers who are interested in or associated with the Technology Industry.,3,Business and Finance,Industries,Technology Industry,,,,Interest > Business and Finance > Industries > Technology Industry,0.75,0.1,No,,,,
Interest,10075,820,Telecommunications Industry,Readers who are interested in or associated with the Telecommunications Industry.,3,Business and Finance,Industries,Telecommunications Industry,,,,Interest > Business and Finance > Industries > Telecommunications Industry,0.75,0.1,No,,,,
Interest,10076,820,Automotive Industry,Readers who are interested in or associated with the Automotive Industry.,3,Business and Finance,Industries,Automotive Industry,,,,Interest > Business and Finance > Industries > Automotive Industry,0.75,0.1,No,,,,
Interest,10077,820,Aviation Industry,Readers who are interested in or associated with the Aviation Industry.,3,Business and Finance,Industries,Aviation Industry,,,,Interest > Business and Finance > Industries > Aviation Industry,0.75,0.1,No,,,,
Interest,10078,820,Civil Engineering Industry,Readers who are interested in or associated with the Civil Engineering Industry.,3,Business and Finance,Industries,Civil Engineering Industry,,,,Interest > Business and Finance > Industries > Civil Engineering Industry,0.75,0.1,No,,,,
Interest,10079,104,Apprenticeships,Readers who are actively seeking or engaged in apprenticeships.,2,Careers,Apprenticeships,,,,,Interest > Careers > Apprenticeships,0.75,0.1,No,,,,
Interest,10080,104,Job Search,Readers who are active within a job search.,2,Careers,Job Search,,,,,Interest > Careers > Job Search,0.75,0.1,No,,,,
Interest,10081,10080,Job Fairs,Readers who are interested in job fairs.,3,Careers,Job Search,Job Fairs,,,,Interest > Careers > Job Search > Job Fairs,0.75,0.1,No,,,,
Interest,10082,10080,Resume Writing and Advice,Readers who are looking to enhance their resume.,3,Careers,Job Search,Resume Writing and Advice,,,,Interest > Careers > Job Search > Resume Writing and Advice,0.75,0.1,No,,,,
Interest,10083,104,Remote Working,Readers who are looking for remote work.,2,Careers,Remote Working,,,,,Interest > Careers > Remote Working,0.75,0.1,No,,,,
Interest,10084,104,Vocational Training,Readers who are looking for vocational training.,2,Careers,Vocational Training,,,,,Interest > Careers > Vocational Training,0.75,0.1,No,,,,
Interest,10085,105,Private School,Highlights private education.,2,Education,Private School,,,,,Interest > Education > Private School,0.75,0.1,No,,,,
Interest,10086,105,Special Education,Specifies special education related topics.,2,Education,Special Education,,,,,Interest > Education > Special Education,0.75,0.1,No,,,,
Interest,10087,874,Postgraduate Education,Readers who are involved in or researching postgraduate education opportunities.,3,Education,College Education,Postgraduate Education,,,,Interest > Education > College Education > Postgraduate Education,0.75,0.1,No,,,,
Interest,10088,10087,Professional School,Readers who specialize in a professional school.,4,Education,College Education,Postgraduate Education,Professional School,,,Interest > Education > College Education > Postgraduate Education > Professional School,0.75,0.1,No,,,,
Interest,10089,105,Educational Assessment,Educational assessment related topics.,2,Education,Educational Assessment,,,,,Interest > Education > Educational Assessment,0.75,0.1,No,,,,
Interest,10090,10089,Standardized Testing,Highlights educational standardized testing.,3,Education,Educational Assessment,Standardized Testing,,,,Interest > Education > Educational Assessment > Standardized Testing,0.75,0.1,No,,,,
Interest,10091,105,Homeschooling,Readers who homeschool or are interested in homeschooling.,2,Education,Homeschooling,,,,,Interest > Education > Homeschooling,0.75,0.1,No,,,,
Interest,10092,105,Primary Education,"Covers primary education, elementary schools.",2,Education,Primary Education,,,,,Interest > Education > Primary Education,0.75,0.1,No,,,,
Interest,10093,0,Events,"Readers with a generic interest in Events, Award shows, business expositions and conferences, and other experiences",1,Events,,,,,,Interest > Events,0.75,0.1,No,,,,
Interest,10094,10093,Awards Shows,Readers interested in Events as it relates to Awards Shows,2,Events,Awards Shows,,,,,Interest > Events > Awards Shows,0.75,0.1,No,,,,
Interest,10095,10093,Business Expos and Conferences,Readers interested in Events as it relates to Business Expos and Conferences,2,Events,Business Expos and Conferences,,,,,Interest > Events > Business Expos and Conferences,0.75,0.1,No,,,,
Interest,10096,10093,Fan Conventions,Readers interested in Events as it relates to Fan Conventions,2,Events,Fan Conventions,,,,,Interest > Events > Fan Conventions,0.75,0.1,No,,,,
Interest,10097,0,Holidays,Readers engaged with information relevant to any major or minor holiday ,1,Holidays,,,,,,Interest > Holidays,0.75,0.1,No,,,,
Interest,10098,10097,National and Civic Holidays,Readers interested in Holidays as it relates to National and Civic Holidays,2,Holidays,National and Civic Holidays,,,,,Interest > Holidays > National and Civic Holidays,0.75,0.1,No,,,,
Interest,10099,0,Attractions,Attraction related segments.,1,Attractions,,,,,,Interest > Attractions,0.75,0.1,No,,,,
Interest,10100,10099,Amusement and Theme Parks,Amusement and theme parks related segments.,2,Attractions,Amusement and Theme Parks,,,,,Interest > Attractions > Amusement and Theme Parks,0.75,0.1,No,,,,
Interest,10101,10099,Historic Site and Landmark Tours,Readers who are interested in historic site and landmark tours.,2,Attractions,Historic Site and Landmark Tours,,,,,Interest > Attractions > Historic Site and Landmark Tours,0.75,0.1,No,,,,
Interest,10102,10099,Malls and Shopping Centers,Readers who visit or are interested in malls and shopping centers.,2,Attractions,Malls and Shopping Centers,,,,,Interest > Attractions > Malls and Shopping Centers,0.75,0.1,No,,,,
Interest,10103,10099,Museums and Galleries,Readers who visit or are interested in Museums and Galleries.,2,Attractions,Museums and Galleries,,,,,Interest > Attractions > Museums and Galleries,0.75,0.1,No,,,,
Interest,10104,10099,Nightclubs,Readers who visit or are interested in Nightclubs.,2,Attractions,Nightclubs,,,,,Interest > Attractions > Nightclubs,0.75,0.1,No,,,,
Interest,10105,10099,Parks and Nature,Readers who visit or are interested in Parks and Nature.,2,Attractions,Parks and Nature,,,,,Interest > Attractions > Parks and Nature,0.75,0.1,No,,,,
Interest,10106,10099,Theater Venues,Readers who visit or are interested in Theater Venues.,2,Attractions,Theater Venues,,,,,Interest > Attractions > Theater Venues,0.75,0.1,No,,,,
Interest,10107,10099,Zoos and Aquariums,Readers who visit or are interested in Zoos and Aquariums.,2,Attractions,Zoos and Aquariums,,,,,Interest > Attractions > Zoos and Aquariums,0.75,0.1,No,,,,
Interest,10108,10099,Bars and Restaurants,Readers who visit or are interested in Bars and Restaurants.,2,Attractions,Bars and Restaurants,,,,,Interest > Attractions > Bars and Restaurants,0.75,0.1,No,,,,
Interest,10109,10099,Casinos and Gambling,Readers who visit or are interested in Casinos and Gambling.,2,Attractions,Casinos and Gambling,,,,,Interest > Attractions > Casinos and Gambling,0.75,0.1,No,,,,
Interest,10110,1006,Anniversary,"Covers personal celebrations and life events specific to marriage anniversaries, dating anniversaries, and other special events.",2,Personal Celebrations and Life Events,Anniversary,,,,,Interest > Personal Celebrations and Life Events > Anniversary,0.75,0.1,No,,,,
Interest,10111,1006,Baby Shower,"Features content and resources for planning baby showers, including games, attire, traditions, and gift suggestions.",2,Personal Celebrations and Life Events,Baby Shower,,,,,Interest > Personal Celebrations and Life Events > Baby Shower,0.75,0.1,No,,,,
Interest,10112,1006,Bachelor Party,"Covers ideas, planning tips, and stories related to bachelorette parties and trips",2,Personal Celebrations and Life Events,Bachelor Party,,,,,Interest > Personal Celebrations and Life Events > Bachelor Party,0.75,0.1,No,,,,
Interest,10113,1006,Bachelorette Party,"Features ideas, planning tips, and stores related to bachelor parties and trips",2,Personal Celebrations and Life Events,Bachelorette Party,,,,,Interest > Personal Celebrations and Life Events > Bachelorette Party,0.75,0.1,No,,,,
Interest,10114,1006,Birth,"Features tops related to the birth of a child, pregnancy, family planning, and parenting.",2,Personal Celebrations and Life Events,Birth,,,,,Interest > Personal Celebrations and Life Events > Birth,0.75,0.1,No,,,,
Interest,10115,1006,Funeral,"Covers end of life proceedings with funerals, estate planning, and death.",2,Personal Celebrations and Life Events,Funeral,,,,,Interest > Personal Celebrations and Life Events > Funeral,0.75,0.1,No,,,,
Interest,10116,1006,Prom,"Details the tradition of prom, where high school students dress up for a fancy dance and a night of partying",2,Personal Celebrations and Life Events,Prom,,,,,Interest > Personal Celebrations and Life Events > Prom,0.75,0.1,No,,,,
Interest,10117,106,Bereavement,"Describes relationships as they relate to bereavemet, grief, and losing someone important",2,Family and Relationships,Bereavement,,,,,Interest > Family and Relationships > Bereavement,0.75,0.1,No,,,,
Interest,10118,106,Eldercare,Details on the responsibilities of caring for an elderly family member or friend.,2,Family and Relationships,Eldercare,,,,,Interest > Family and Relationships > Eldercare,0.75,0.1,No,,,,
Interest,10119,106,Parenting,"Covers topics related to parenting, raising children, and being a good mom or dad.",2,Family and Relationships,Parenting,,,,,Interest > Family and Relationships > Parenting,0.75,0.1,No,,,,
Interest,10120,10119,Adoption and Fostering,Details the process of fostering or adopting children that are not biologically related to the parents.,3,Family and Relationships,Parenting,Adoption and Fostering,,,,Interest > Family and Relationships > Parenting > Adoption and Fostering,0.75,0.1,No,,,,
Interest,10121,10119,Internet Safety,Provides resources for ensuring children are safe online for parents and for kids.,3,Family and Relationships,Parenting,Internet Safety,,,,Interest > Family and Relationships > Parenting > Internet Safety,0.75,0.1,No,,,,
Interest,10122,10119,Special Needs Kids,Details on the responsibilities and challenges of rasing children with special needs or some level of neurodivergence.,3,Family and Relationships,Parenting,Special Needs Kids,,,,Interest > Family and Relationships > Parenting > Special Needs Kids,0.75,0.1,No,,,,
Interest,10123,106,Single Life,Topics that are specific to non-married adults or single life,2,Family and Relationships,Single Life,,,,,Interest > Family and Relationships > Single Life,0.75,0.1,No,,,,
Interest,10124,0,Fine Art,Readers who are interested in fine art.,1,Fine Art,,,,,,Interest > Fine Art,0.75,0.1,No,,,,
Interest,10125,10124,Costume,Readers who are interested in costumes or costume design.,2,Fine Art,Costume,,,,,Interest > Fine Art > Costume,0.75,0.1,No,,,,
Interest,10126,10124,Dance,Readers who are interested in performative dance.,2,Fine Art,Dance,,,,,Interest > Fine Art > Dance,0.75,0.1,No,,,,
Interest,10127,10124,Design,Readers who are interested in design and design principles.,2,Fine Art,Design,,,,,Interest > Fine Art > Design,0.75,0.1,No,,,,
Interest,10128,10124,Digital Arts,Readers who are interested in digital arts.,2,Fine Art,Digital Arts,,,,,Interest > Fine Art > Digital Arts,0.75,0.1,No,,,,
Interest,10129,10124,Fine Art Photography,Readers who are interested in fine art photography.,2,Fine Art,Fine Art Photography,,,,,Interest > Fine Art > Fine Art Photography,0.75,0.1,No,,,,
Interest,10130,10124,Modern Art,Readers who are interested in modern art.,2,Fine Art,Modern Art,,,,,Interest > Fine Art > Modern Art,0.75,0.1,No,,,,
Interest,10131,10124,Opera,Readers who are interested in or visit the opera.,2,Fine Art,Opera,,,,,Interest > Fine Art > Opera,0.75,0.1,No,,,,
Interest,10132,10124,Theater,Readers who are interested in or visit the theater.,2,Fine Art,Theater,,,,,Interest > Fine Art > Theater,0.75,0.1,No,,,,
Interest,10133,0,Food and Drink,Food and Drink related segments.,1,Food and Drink,,,,,,Interest > Food and Drink,0.75,0.1,No,,,,
Interest,10134,10133,World Cuisines,Readers who are interested in a specifc type of dish from a world cuisine.,2,Food and Drink,World Cuisines,,,,,Interest > Food and Drink > World Cuisines,0.75,0.1,No,,,,
Interest,10135,10133,Barbecues and Grilling,Readers who enjoy barbecuing and grilling.,2,Food and Drink,Barbecues and Grilling,,,,,Interest > Food and Drink > Barbecues and Grilling,0.75,0.1,No,,,,
Interest,10136,10133,Dining Out,Readers who frequently dine out.,2,Food and Drink,Dining Out,,,,,Interest > Food and Drink > Dining Out,0.75,0.1,No,,,,
Interest,10137,10133,Food Allergies,Readers who may have a food allergy.,2,Food and Drink,Food Allergies,,,,,Interest > Food and Drink > Food Allergies,0.75,0.1,No,,,,
Interest,10138,10133,Food Movements,"Topics that pertain to specific food movements, like trendy diets.",2,Food and Drink,Food Movements,,,,,Interest > Food and Drink > Food Movements,0.75,0.1,No,,,,
Interest,10139,10133,Non-Alcoholic Beverages,Covers non-alcoholic beverages.,2,Food and Drink,Non-Alcoholic Beverages,,,,,Interest > Food and Drink > Non-Alcoholic Beverages,0.75,0.1,No,,,,
Interest,10140,889,Participant Sports,Covers participant sports.,3,Healthy Living,Fitness and Exercise,Participant Sports,,,,Interest > Healthy Living > Fitness and Exercise > Participant Sports,0.75,0.1,No,,,,
Interest,10141,888,Senior Health,Focuses on healthy living for seniors.,2,Healthy Living,Senior Health,,,,,Interest > Healthy Living > Senior Health,0.75,0.1,No,,,,
Interest,10142,888,Wellness,General welness related segments and topics.,2,Healthy Living,Wellness,,,,,Interest > Healthy Living > Wellness,0.75,0.1,No,,,,
Interest,10143,1005,Holistic Health,Covers holistic health practices for healthy living.,4,Healthy Living,Wellness,Alternative Medicine,Holistic Health,,,Interest > Healthy Living > Wellness > Alternative Medicine > Holistic Health,0.75,0.1,No,,,,
Interest,10144,109,Antiquing and Antiques,Readers who are engaged or interested in antiquing and antiques as a hobby.,2,Hobbies and Interests,Antiquing and Antiques,,,,,Interest > Hobbies and Interests > Antiquing and Antiques,0.75,0.1,No,,,,
Interest,10145,109,Magic and Illusion,Readers who are engaged or interested in magic and illusion as a hobby.,2,Hobbies and Interests,Magic and Illusion,,,,,Interest > Hobbies and Interests > Magic and Illusion,0.75,0.1,No,,,,
Interest,10146,109,Model Toys,Readers who are engaged or interested in model toys as a hobby.,2,Hobbies and Interests,Model Toys,,,,,Interest > Hobbies and Interests > Model Toys,0.75,0.1,No,,,,
Interest,10147,109,Musical Instruments,Readers who are engaged or interested in musical instruments as a hobby.,2,Hobbies and Interests,Musical Instruments,,,,,Interest > Hobbies and Interests > Musical Instruments,0.75,0.1,No,,,,
Interest,10148,109,Paranormal Phenomena,Readers who are engaged or interested in paranormal phenomena as a hobby.,2,Hobbies and Interests,Paranormal Phenomena,,,,,Interest > Hobbies and Interests > Paranormal Phenomena,0.75,0.1,No,,,,
Interest,10149,109,Radio Control,Readers who are engaged or interested in radio control as a hobby.,2,Hobbies and Interests,Radio Control,,,,,Interest > Hobbies and Interests > Radio Control,0.75,0.1,No,,,,
Interest,10150,109,Sci-fi and Fantasy,Readers who are engaged or interested in sci-fi and fantasy as a hobby.,2,Hobbies and Interests,Sci-fi and Fantasy,,,,,Interest > Hobbies and Interests > Sci-fi and Fantasy,0.75,0.1,No,,,,
Interest,10151,109,Workshops and Classes,Readers who are engaged or interested in workshops and classes as a hobby.,2,Hobbies and Interests,Workshops and Classes,,,,,Interest > Hobbies and Interests > Workshops and Classes,0.75,0.1,No,,,,
Interest,10152,109,Arts and Crafts,Readers who are engaged or interested in arts and crafts as a hobby.,2,Hobbies and Interests,Arts and Crafts,,,,,Interest > Hobbies and Interests > Arts and Crafts,0.75,0.1,No,,,,
Interest,10153,10152,Beadwork,Readers who are engaged or interested in beadwork as a hobby.,3,Hobbies and Interests,Arts and Crafts,Beadwork,,,,Interest > Hobbies and Interests > Arts and Crafts > Beadwork,0.75,0.1,No,,,,
Interest,10154,10152,Candle and Soap Making,Readers who are engaged or interested in candle and soap making as a hobby.,3,Hobbies and Interests,Arts and Crafts,Candle and Soap Making,,,,Interest > Hobbies and Interests > Arts and Crafts > Candle and Soap Making,0.75,0.1,No,,,,
Interest,10155,10152,Drawing and Sketching,Readers who are engaged or interested in drawing and sketching as a hobby.,3,Hobbies and Interests,Arts and Crafts,Drawing and Sketching,,,,Interest > Hobbies and Interests > Arts and Crafts > Drawing and Sketching,0.75,0.1,No,,,,
Interest,10156,10152,Jewelry Making,Readers who are engaged or interested in jewelry making as a hobby.,3,Hobbies and Interests,Arts and Crafts,Jewelry Making,,,,Interest > Hobbies and Interests > Arts and Crafts > Jewelry Making,0.75,0.1,No,,,,
Interest,10157,10152,Needlework,Readers who are engaged or interested in needlework as a hobby.,3,Hobbies and Interests,Arts and Crafts,Needlework,,,,Interest > Hobbies and Interests > Arts and Crafts > Needlework,0.75,0.1,No,,,,
Interest,10158,10152,Painting,Readers who are engaged or interested in painting as a hobby.,3,Hobbies and Interests,Arts and Crafts,Painting,,,,Interest > Hobbies and Interests > Arts and Crafts > Painting,0.75,0.1,No,,,,
Interest,10159,10152,Photography,Readers who are engaged or interested in photography as a hobby.,3,Hobbies and Interests,Arts and Crafts,Photography,,,,Interest > Hobbies and Interests > Arts and Crafts > Photography,0.75,0.1,No,,,,
Interest,10160,10152,Scrapbooking,Readers who are engaged or interested in scrapbooking as a hobby.,3,Hobbies and Interests,Arts and Crafts,Scrapbooking,,,,Interest > Hobbies and Interests > Arts and Crafts > Scrapbooking,0.75,0.1,No,,,,
Interest,10161,10152,Woodworking,Readers who are engaged or interested in woodworking as a hobby.,3,Hobbies and Interests,Arts and Crafts,Woodworking,,,,Interest > Hobbies and Interests > Arts and Crafts > Woodworking,0.75,0.1,No,,,,
Interest,10162,109,Beekeeping,Readers who are engaged or interested in beekeeping as a hobby.,2,Hobbies and Interests,Beekeeping,,,,,Interest > Hobbies and Interests > Beekeeping,0.75,0.1,No,,,,
Interest,10163,109,Birdwatching,Readers who are engaged or interested in birdwatching as a hobby.,2,Hobbies and Interests,Birdwatching,,,,,Interest > Hobbies and Interests > Birdwatching,0.75,0.1,No,,,,
Interest,10164,109,Cigars,Readers who are engaged or interested in cigars as a hobby.,2,Hobbies and Interests,Cigars,,,,,Interest > Hobbies and Interests > Cigars,0.75,0.1,No,,,,
Interest,10165,109,Collecting,Readers who are engaged or interested in collecting as a hobby.,2,Hobbies and Interests,Collecting,,,,,Interest > Hobbies and Interests > Collecting,0.75,0.1,No,,,,
Interest,10166,10165,Comic Books,Readers who are engaged or interested in collecting as a hobby.,3,Hobbies and Interests,Collecting,Comic Books,,,,Interest > Hobbies and Interests > Collecting > Comic Books,0.75,0.1,No,,,,
Interest,10167,10165,Stamps and Coins,Readers who are engaged or interested in collecting as a hobby.,3,Hobbies and Interests,Collecting,Stamps and Coins,,,,Interest > Hobbies and Interests > Collecting > Stamps and Coins,0.75,0.1,No,,,,
Interest,10168,109,Content Production,Readers who are engaged or interested in content production as a hobby.,2,Hobbies and Interests,Content Production,,,,,Interest > Hobbies and Interests > Content Production,0.75,0.1,No,,,,
Interest,10169,10168,Audio Production,Readers who are engaged or interested in content production as a hobby.,3,Hobbies and Interests,Content Production,Audio Production,,,,Interest > Hobbies and Interests > Content Production > Audio Production,0.75,0.1,No,,,,
Interest,10170,10168,Freelance Writing,Readers who are engaged or interested in content production as a hobby.,3,Hobbies and Interests,Content Production,Freelance Writing,,,,Interest > Hobbies and Interests > Content Production > Freelance Writing,0.75,0.1,No,,,,
Interest,10171,10168,Screenwriting,Readers who are engaged or interested in content production as a hobby.,3,Hobbies and Interests,Content Production,Screenwriting,,,,Interest > Hobbies and Interests > Content Production > Screenwriting,0.75,0.1,No,,,,
Interest,10172,10168,Video Production,Readers who are engaged or interested in content production as a hobby.,3,Hobbies and Interests,Content Production,Video Production,,,,Interest > Hobbies and Interests > Content Production > Video Production,0.75,0.1,No,,,,
Interest,10173,987,Roleplaying Games,Readers who are engaged or interested in games and puzzles as a hobby.,3,Hobbies and Interests,Games and Puzzles,Roleplaying Games,,,,Interest > Hobbies and Interests > Games and Puzzles > Roleplaying Games,0.75,0.1,No,,,,
Interest,10174,109,Genealogy and Ancestry,Readers who are engaged or interested in genealogy and ancestry as a hobby.,2,Hobbies and Interests,Genealogy and Ancestry,,,,,Interest > Hobbies and Interests > Genealogy and Ancestry,0.75,0.1,No,,,,
Interest,10175,110,Remodeling and Construction,Focuses on remodeling and construction of homes.,2,Home and Garden,Remodeling and Construction,,,,,Interest > Home and Garden > Remodeling and Construction,0.75,0.1,No,,,,
Interest,10176,110,Smart Home,Covers smart home devices that connect to the Internet,2,Home and Garden,Smart Home,,,,,Interest > Home and Garden > Smart Home,0.75,0.1,No,,,,
Interest,10177,110,Home Security,Focuses on topics and products relevant to home security and protecting a house.,2,Home and Garden,Home Security,,,,,Interest > Home and Garden > Home Security,0.75,0.1,No,,,,
Interest,10178,110,Indoor Environmental Quality,Covers indoor environmental quality with products like air purifies and air filters.,2,Home and Garden,Indoor Environmental Quality,,,,,Interest > Home and Garden > Indoor Environmental Quality,0.75,0.1,No,,,,
Interest,10179,110,Landscaping,Readers who are interested in landscaping and landscape design.,2,Home and Garden,Landscaping,,,,,Interest > Home and Garden > Landscaping,0.75,0.1,No,,,,
